accuracy,loss,val_accuracy,val_loss
0.5649072527885437,1.123998999595642,0.5838881731033325,1.021514892578125
0.5741797685623169,1.086132526397705,0.6577895879745483,0.8845122456550598
0.559486448764801,1.1166597604751587,0.5938748121261597,1.0037652254104614
0.5629101395606995,1.096583366394043,0.42809587717056274,1.4547491073608398
0.5567760467529297,1.1009745597839355,0.6131824254989624,0.9822713732719421
0.5736091136932373,1.0848695039749146,0.6185086369514465,0.9940800666809082
0.5835948586463928,1.0751442909240723,0.5272969603538513,1.1746000051498413
0.5817403793334961,1.070275068283081,0.5366178154945374,1.181760311126709
0.5734664797782898,1.047593593597412,0.48934754729270935,1.273658037185669
0.5617688894271851,1.059922218322754,0.6151797771453857,0.925661027431488
0.5701854228973389,1.0631276369094849,0.510652482509613,1.213722825050354
0.5679029822349548,1.0608632564544678,0.5885486006736755,1.0499306917190552
0.5716120004653931,1.0680683851242065,0.5492676496505737,1.0830926895141602
0.5699001550674438,1.0635886192321777,0.6125166416168213,0.943374514579773
0.5791726112365723,1.0563710927963257,0.5758988261222839,1.0409276485443115
